Activity,Period Start,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Street Light Pole Damage,07/06/2015,Week,10,17.72,58,07/06/2015 - 07/12/2015
Street Light Pole Damage,06/29/2015,Week,10,4.72,40,06/29/2015 - 07/05/2015
Street Light Pole Damage,06/22/2015,Week,10,3.05,34,06/22/2015 - 06/28/2015
Street Light Pole Damage,06/15/2015,Week,10,4.71,55,06/15/2015 - 06/21/2015
Street Light Pole Damage,06/08/2015,Week,10,7.01,35,06/08/2015 - 06/14/2015
Street Light Pole Damage,06/01/2015,Week,10,6.5,55,06/01/2015 - 06/07/2015
Street Light Pole Damage,05/25/2015,Week,10,6.9,47,05/25/2015 - 05/31/2015
Street Light Pole Damage,05/18/2015,Week,10,4.87,52,05/18/2015 - 05/24/2015
Street Light Pole Damage,05/11/2015,Week,10,7.37,59,05/11/2015 - 05/17/2015
Street Light Pole Damage,05/04/2015,Week,10,3.83,49,05/04/2015 - 05/10/2015
Street Light Pole Damage,04/27/2015,Week,10,5.06,51,04/27/2015 - 05/03/2015
Street Light Pole Damage,04/20/2015,Week,10,4.61,68,04/20/2015 - 04/26/2015
Street Light Pole Damage,04/13/2015,Week,10,3.83,59,04/13/2015 - 04/19/2015
Street Light Pole Damage,04/06/2015,Week,10,2.98,59,04/06/2015 - 04/12/2015
Street Light Pole Damage,03/30/2015,Week,10,4.39,55,03/30/2015 - 04/05/2015
Street Light Pole Damage,03/23/2015,Week,10,3.76,51,03/23/2015 - 03/29/2015
Street Light Pole Damage,03/16/2015,Week,10,3.02,40,03/16/2015 - 03/22/2015
Street Light Pole Damage,03/09/2015,Week,10,7.51,53,03/09/2015 - 03/15/2015
Street Light Pole Damage,03/02/2015,Week,10,7.86,32,03/02/2015 - 03/08/2015
Street Light Pole Damage,02/23/2015,Week,10,15.73,38,02/23/2015 - 03/01/2015
Street Light Pole Damage,02/16/2015,Week,10,9.93,45,02/16/2015 - 02/22/2015
Street Light Pole Damage,02/09/2015,Week,10,17.57,62,02/09/2015 - 02/15/2015
Street Light Pole Damage,02/02/2015,Week,10,10.03,48,02/02/2015 - 02/08/2015
Street Light Pole Damage,01/26/2015,Week,10,11.43,44,01/26/2015 - 02/01/2015
Street Light Pole Damage,01/19/2015,Week,10,12.12,27,01/19/2015 - 01/25/2015
Street Light Pole Damage,01/12/2015,Week,10,8.58,53,01/12/2015 - 01/18/2015
Street Light Pole Damage,01/05/2015,Week,10,5.42,45,01/05/2015 - 01/11/2015
Street Light Pole Damage,12/29/2014,Week,10,26.41,26,12/29/2014 - 01/04/2015
Street Light Pole Damage,12/22/2014,Week,10,5.48,19,12/22/2014 - 12/28/2014
Street Light Pole Damage,12/15/2014,Week,10,14.51,32,12/15/2014 - 12/21/2014
Street Light Pole Damage,12/08/2014,Week,10,15.45,49,12/08/2014 - 12/14/2014
Street Light Pole Damage,12/01/2014,Week,10,5.52,42,12/01/2014 - 12/07/2014
Street Light Pole Damage,11/24/2014,Week,10,12.01,60,11/24/2014 - 11/30/2014
Street Light Pole Damage,11/17/2014,Week,10,4.52,49,11/17/2014 - 11/23/2014
Street Light Pole Damage,11/10/2014,Week,10,8.29,57,11/10/2014 - 11/16/2014
Street Light Pole Damage,11/03/2014,Week,10,7.18,69,11/03/2014 - 11/09/2014
Street Light Pole Damage,10/27/2014,Week,10,2.69,63,10/27/2014 - 11/02/2014
Street Light Pole Damage,10/20/2014,Week,10,27.99,44,10/20/2014 - 10/26/2014
Street Light Pole Damage,10/13/2014,Week,10,13.38,39,10/13/2014 - 10/19/2014
Street Light Pole Damage,10/06/2014,Week,10,9.19,36,10/06/2014 - 10/12/2014
Street Light Pole Damage,09/29/2014,Week,10,12.32,42,09/29/2014 - 10/05/2014
Street Light Pole Damage,09/22/2014,Week,10,14.29,43,09/22/2014 - 09/28/2014
Street Light Pole Damage,09/15/2014,Week,10,8.38,40,09/15/2014 - 09/21/2014
Street Light Pole Damage,09/08/2014,Week,10,22.45,48,09/08/2014 - 09/14/2014
Street Light Pole Damage,09/01/2014,Week,10,4.99,49,09/01/2014 - 09/07/2014
Street Light Pole Damage,08/25/2014,Week,10,10.71,64,08/25/2014 - 08/31/2014
Street Light Pole Damage,08/18/2014,Week,10,20.44,42,08/18/2014 - 08/24/2014
Street Light Pole Damage,08/11/2014,Week,10,9.73,40,08/11/2014 - 08/17/2014
Street Light Pole Damage,08/04/2014,Week,10,7.57,29,08/04/2014 - 08/10/2014
Street Light Pole Damage,07/28/2014,Week,10,10.04,44,07/28/2014 - 08/03/2014
Street Light Pole Damage,07/21/2014,Week,10,7.94,59,07/21/2014 - 07/27/2014
Street Light Pole Damage,07/14/2014,Week,10,15.28,63,07/14/2014 - 07/20/2014
Street Light Pole Damage,07/07/2014,Week,10,18.38,83,07/07/2014 - 07/13/2014
Street Light Pole Damage,06/30/2014,Week,10,3.41,42,06/30/2014 - 07/06/2014
Street Light Pole Damage,06/23/2014,Week,10,8.49,40,06/23/2014 - 06/29/2014
Street Light Pole Damage,06/16/2014,Week,10,5.78,46,06/16/2014 - 06/22/2014
Street Light Pole Damage,06/09/2014,Week,10,11.76,45,06/09/2014 - 06/15/2014
Street Light Pole Damage,06/02/2014,Week,10,4.5,50,06/02/2014 - 06/08/2014
Street Light Pole Damage,05/26/2014,Week,10,7.24,49,05/26/2014 - 06/01/2014
Street Light Pole Damage,05/19/2014,Week,10,26.17,30,05/19/2014 - 05/25/2014
Street Light Pole Damage,05/12/2014,Week,10,37.7,49,05/12/2014 - 05/18/2014
Street Light Pole Damage,05/05/2014,Week,10,5.33,51,05/05/2014 - 05/11/2014
Street Light Pole Damage,04/28/2014,Week,10,17.26,56,04/28/2014 - 05/04/2014
Street Light Pole Damage,04/21/2014,Week,10,19.53,46,04/21/2014 - 04/27/2014
Street Light Pole Damage,04/14/2014,Week,10,7.94,55,04/14/2014 - 04/20/2014
Street Light Pole Damage,04/07/2014,Week,10,6.22,54,04/07/2014 - 04/13/2014
Street Light Pole Damage,03/31/2014,Week,10,30.3,45,03/31/2014 - 04/06/2014
Street Light Pole Damage,03/24/2014,Week,10,15.12,47,03/24/2014 - 03/30/2014
Street Light Pole Damage,03/17/2014,Week,10,6.45,70,03/17/2014 - 03/23/2014
Street Light Pole Damage,03/10/2014,Week,10,12.03,75,03/10/2014 - 03/16/2014
Street Light Pole Damage,03/03/2014,Week,10,11.74,52,03/03/2014 - 03/09/2014
Street Light Pole Damage,02/24/2014,Week,10,9.52,50,02/24/2014 - 03/02/2014
Street Light Pole Damage,02/17/2014,Week,10,4.53,43,02/17/2014 - 02/23/2014
Street Light Pole Damage,02/10/2014,Week,10,9.53,38,02/10/2014 - 02/16/2014
Street Light Pole Damage,02/03/2014,Week,10,13.63,49,02/03/2014 - 02/09/2014
Street Light Pole Damage,01/27/2014,Week,10,4.29,51,01/27/2014 - 02/02/2014
Street Light Pole Damage,01/20/2014,Week,10,13.05,37,01/20/2014 - 01/26/2014
Street Light Pole Damage,01/13/2014,Week,10,3.53,41,01/13/2014 - 01/19/2014
Street Light Pole Damage,01/06/2014,Week,10,9.21,36,01/06/2014 - 01/12/2014
Street Light Pole Damage,12/30/2013,Week,10,10.63,35,12/30/2013 - 01/05/2014
Street Light Pole Damage,12/23/2013,Week,10,20.96,36,12/23/2013 - 12/29/2013
Street Light Pole Damage,12/16/2013,Week,10,37.16,39,12/16/2013 - 12/22/2013
Street Light Pole Damage,12/09/2013,Week,10,12.27,30,12/09/2013 - 12/15/2013
Street Light Pole Damage,12/02/2013,Week,10,37.11,51,12/02/2013 - 12/08/2013
Street Light Pole Damage,11/25/2013,Week,10,17.06,33,11/25/2013 - 12/01/2013
Street Light Pole Damage,11/18/2013,Week,10,2.91,94,11/18/2013 - 11/24/2013
Street Light Pole Damage,11/11/2013,Week,10,28.73,57,11/11/2013 - 11/17/2013
Street Light Pole Damage,11/04/2013,Week,10,17.22,53,11/04/2013 - 11/10/2013
Street Light Pole Damage,10/28/2013,Week,10,32.53,68,10/28/2013 - 11/03/2013
Street Light Pole Damage,10/21/2013,Week,10,28.33,60,10/21/2013 - 10/27/2013
Street Light Pole Damage,10/14/2013,Week,10,4.65,36,10/14/2013 - 10/20/2013
Street Light Pole Damage,10/07/2013,Week,10,6.01,46,10/07/2013 - 10/13/2013
Street Light Pole Damage,09/30/2013,Week,10,6.42,42,09/30/2013 - 10/06/2013
Street Light Pole Damage,09/23/2013,Week,10,10.85,37,09/23/2013 - 09/29/2013
Street Light Pole Damage,09/16/2013,Week,10,34.8,84,09/16/2013 - 09/22/2013
Street Light Pole Damage,09/09/2013,Week,10,3.92,48,09/09/2013 - 09/15/2013
Street Light Pole Damage,09/02/2013,Week,10,12.36,80,09/02/2013 - 09/08/2013
Street Light Pole Damage,08/26/2013,Week,10,14.59,60,08/26/2013 - 09/01/2013
Street Light Pole Damage,08/19/2013,Week,10,52.11,54,08/19/2013 - 08/25/2013
Street Light Pole Damage,08/12/2013,Week,10,30.56,43,08/12/2013 - 08/18/2013
Street Light Pole Damage,08/05/2013,Week,10,29.23,56,08/05/2013 - 08/11/2013
Street Light Pole Damage,07/29/2013,Week,10,24.84,48,07/29/2013 - 08/04/2013
Street Light Pole Damage,07/22/2013,Week,10,10.93,55,07/22/2013 - 07/28/2013
Street Light Pole Damage,07/15/2013,Week,10,16.61,37,07/15/2013 - 07/21/2013
Street Light Pole Damage,07/08/2013,Week,10,14.71,38,07/08/2013 - 07/14/2013
Street Light Pole Damage,07/01/2013,Week,10,13.9,67,07/01/2013 - 07/07/2013
Street Light Pole Damage,06/24/2013,Week,10,15.37,72,06/24/2013 - 06/30/2013
Street Light Pole Damage,06/17/2013,Week,10,19.25,39,06/17/2013 - 06/23/2013
Street Light Pole Damage,06/10/2013,Week,10,17.64,45,06/10/2013 - 06/16/2013
Street Light Pole Damage,06/03/2013,Week,10,69.27,56,06/03/2013 - 06/09/2013
Street Light Pole Damage,05/27/2013,Week,10,72.07,74,05/27/2013 - 06/02/2013
Street Light Pole Damage,05/20/2013,Week,10,30.11,58,05/20/2013 - 05/26/2013
Street Light Pole Damage,05/13/2013,Week,10,59.38,56,05/13/2013 - 05/19/2013
Street Light Pole Damage,05/06/2013,Week,10,58.7,52,05/06/2013 - 05/12/2013
Street Light Pole Damage,04/29/2013,Week,10,49.41,48,04/29/2013 - 05/05/2013
Street Light Pole Damage,04/22/2013,Week,10,62.43,101,04/22/2013 - 04/28/2013
Street Light Pole Damage,04/15/2013,Week,10,9.04,49,04/15/2013 - 04/21/2013
Street Light Pole Damage,04/08/2013,Week,10,23.14,63,04/08/2013 - 04/14/2013
Street Light Pole Damage,04/01/2013,Week,10,7.93,47,04/01/2013 - 04/07/2013
Street Light Pole Damage,03/25/2013,Week,10,4.1,34,03/25/2013 - 03/31/2013
Street Light Pole Damage,03/18/2013,Week,10,15.61,36,03/18/2013 - 03/24/2013
Street Light Pole Damage,03/11/2013,Week,10,46.33,54,03/11/2013 - 03/17/2013
Street Light Pole Damage,03/04/2013,Week,10,34.6,52,03/04/2013 - 03/10/2013
Street Light Pole Damage,02/25/2013,Week,10,8.11,42,02/25/2013 - 03/03/2013
Street Light Pole Damage,02/18/2013,Week,10,25.13,49,02/18/2013 - 02/24/2013
Street Light Pole Damage,02/11/2013,Week,10,21.82,56,02/11/2013 - 02/17/2013
Street Light Pole Damage,02/04/2013,Week,10,6.85,33,02/04/2013 - 02/10/2013
Street Light Pole Damage,01/28/2013,Week,10,20.88,45,01/28/2013 - 02/03/2013
Street Light Pole Damage,01/21/2013,Week,10,34.52,51,01/21/2013 - 01/27/2013
Street Light Pole Damage,01/14/2013,Week,10,18.33,64,01/14/2013 - 01/20/2013
Street Light Pole Damage,01/07/2013,Week,10,17.98,63,01/07/2013 - 01/13/2013
Street Light Pole Damage,12/31/2012,Week,10,8.06,36,12/31/2012 - 01/06/2013
Street Light Pole Damage,12/24/2012,Week,10,20.23,54,12/24/2012 - 12/30/2012
Street Light Pole Damage,12/17/2012,Week,10,34.27,69,12/17/2012 - 12/23/2012
Street Light Pole Damage,12/10/2012,Week,10,16.66,48,12/10/2012 - 12/16/2012
Street Light Pole Damage,12/03/2012,Week,10,19.29,58,12/03/2012 - 12/09/2012
Street Light Pole Damage,11/26/2012,Week,10,10.69,50,11/26/2012 - 12/02/2012
Street Light Pole Damage,11/19/2012,Week,10,21.7,46,11/19/2012 - 11/25/2012
Street Light Pole Damage,11/12/2012,Week,10,14.76,57,11/12/2012 - 11/18/2012
Street Light Pole Damage,11/05/2012,Week,10,2.54,50,11/05/2012 - 11/11/2012
Street Light Pole Damage,10/29/2012,Week,10,11.64,67,10/29/2012 - 11/04/2012
Street Light Pole Damage,10/22/2012,Week,10,19.77,56,10/22/2012 - 10/28/2012
Street Light Pole Damage,10/15/2012,Week,10,22.5,67,10/15/2012 - 10/21/2012
Street Light Pole Damage,10/08/2012,Week,10,27.42,63,10/08/2012 - 10/14/2012
Street Light Pole Damage,10/01/2012,Week,10,10.73,65,10/01/2012 - 10/07/2012
Street Light Pole Damage,09/24/2012,Week,10,31.78,60,09/24/2012 - 09/30/2012
Street Light Pole Damage,09/17/2012,Week,10,16.64,54,09/17/2012 - 09/23/2012
Street Light Pole Damage,09/10/2012,Week,10,15.58,66,09/10/2012 - 09/16/2012
Street Light Pole Damage,09/03/2012,Week,10,23.19,50,09/03/2012 - 09/09/2012
Street Light Pole Damage,08/27/2012,Week,10,17.83,41,08/27/2012 - 09/02/2012
Street Light Pole Damage,08/20/2012,Week,10,9.93,38,08/20/2012 - 08/26/2012
Street Light Pole Damage,08/13/2012,Week,10,14.44,43,08/13/2012 - 08/19/2012
Street Light Pole Damage,08/06/2012,Week,10,23.91,67,08/06/2012 - 08/12/2012
Street Light Pole Damage,07/30/2012,Week,10,16.87,75,07/30/2012 - 08/05/2012
Street Light Pole Damage,07/23/2012,Week,10,6.44,109,07/23/2012 - 07/29/2012
Street Light Pole Damage,07/16/2012,Week,10,12.71,62,07/16/2012 - 07/22/2012
Street Light Pole Damage,07/09/2012,Week,10,7.13,58,07/09/2012 - 07/15/2012
Street Light Pole Damage,07/02/2012,Week,10,5.57,44,07/02/2012 - 07/08/2012
Street Light Pole Damage,06/25/2012,Week,10,12.06,53,06/25/2012 - 07/01/2012
Street Light Pole Damage,06/18/2012,Week,10,5.62,61,06/18/2012 - 06/24/2012
Street Light Pole Damage,06/11/2012,Week,10,30.86,41,06/11/2012 - 06/17/2012
Street Light Pole Damage,06/04/2012,Week,10,77.99,59,06/04/2012 - 06/10/2012
Street Light Pole Damage,05/28/2012,Week,10,9.79,46,05/28/2012 - 06/03/2012
Street Light Pole Damage,05/21/2012,Week,10,4.87,51,05/21/2012 - 05/27/2012
Street Light Pole Damage,05/14/2012,Week,10,19.93,47,05/14/2012 - 05/20/2012
Street Light Pole Damage,05/07/2012,Week,10,21.52,43,05/07/2012 - 05/13/2012
Street Light Pole Damage,04/30/2012,Week,10,16.13,51,04/30/2012 - 05/06/2012
Street Light Pole Damage,04/23/2012,Week,10,36.13,58,04/23/2012 - 04/29/2012
Street Light Pole Damage,04/16/2012,Week,10,27.55,88,04/16/2012 - 04/22/2012
Street Light Pole Damage,04/09/2012,Week,10,25.54,71,04/09/2012 - 04/15/2012
Street Light Pole Damage,04/02/2012,Week,10,35.42,40,04/02/2012 - 04/08/2012
Street Light Pole Damage,03/26/2012,Week,10,13.18,54,03/26/2012 - 04/01/2012
Street Light Pole Damage,03/19/2012,Week,10,30.8,67,03/19/2012 - 03/25/2012
Street Light Pole Damage,03/12/2012,Week,10,20.38,71,03/12/2012 - 03/18/2012
Street Light Pole Damage,03/05/2012,Week,10,25.68,72,03/05/2012 - 03/11/2012
Street Light Pole Damage,02/27/2012,Week,10,21.66,58,02/27/2012 - 03/04/2012
Street Light Pole Damage,02/20/2012,Week,10,33.56,58,02/20/2012 - 02/26/2012
Street Light Pole Damage,02/13/2012,Week,10,27.81,50,02/13/2012 - 02/19/2012
Street Light Pole Damage,02/06/2012,Week,10,15.06,37,02/06/2012 - 02/12/2012
Street Light Pole Damage,01/30/2012,Week,10,18.66,52,01/30/2012 - 02/05/2012
Street Light Pole Damage,01/23/2012,Week,10,22.71,59,01/23/2012 - 01/29/2012
Street Light Pole Damage,01/16/2012,Week,10,9.88,39,01/16/2012 - 01/22/2012
Street Light Pole Damage,01/09/2012,Week,10,31.56,45,01/09/2012 - 01/15/2012
Street Light Pole Damage,01/02/2012,Week,10,6.55,43,01/02/2012 - 01/08/2012
Street Light Pole Damage,12/26/2011,Week,10,27.39,63,12/26/2011 - 01/01/2012
Street Light Pole Damage,12/19/2011,Week,10,16.29,42,12/19/2011 - 12/25/2011
Street Light Pole Damage,12/12/2011,Week,10,26.43,57,12/12/2011 - 12/18/2011
Street Light Pole Damage,12/05/2011,Week,10,21.79,54,12/05/2011 - 12/11/2011
Street Light Pole Damage,11/28/2011,Week,10,14.54,109,11/28/2011 - 12/04/2011
Street Light Pole Damage,11/21/2011,Week,10,6.8,39,11/21/2011 - 11/27/2011
Street Light Pole Damage,11/14/2011,Week,10,9.17,61,11/14/2011 - 11/20/2011
Street Light Pole Damage,11/07/2011,Week,10,11.07,61,11/07/2011 - 11/13/2011
Street Light Pole Damage,10/31/2011,Week,10,11.32,73,10/31/2011 - 11/06/2011
Street Light Pole Damage,10/24/2011,Week,10,4.1,53,10/24/2011 - 10/30/2011
Street Light Pole Damage,10/17/2011,Week,10,16.96,69,10/17/2011 - 10/23/2011
Street Light Pole Damage,10/10/2011,Week,10,8.11,45,10/10/2011 - 10/16/2011
Street Light Pole Damage,10/03/2011,Week,10,8.33,48,10/03/2011 - 10/09/2011
Street Light Pole Damage,09/26/2011,Week,10,14.85,69,09/26/2011 - 10/02/2011
Street Light Pole Damage,09/19/2011,Week,10,21.87,55,09/19/2011 - 09/25/2011
Street Light Pole Damage,09/12/2011,Week,10,13.3,61,09/12/2011 - 09/18/2011
Street Light Pole Damage,09/05/2011,Week,10,6.36,41,09/05/2011 - 09/11/2011
Street Light Pole Damage,08/29/2011,Week,10,12.96,47,08/29/2011 - 09/04/2011
Street Light Pole Damage,08/22/2011,Week,10,7.93,55,08/22/2011 - 08/28/2011
Street Light Pole Damage,08/15/2011,Week,10,12.5,58,08/15/2011 - 08/21/2011
Street Light Pole Damage,08/08/2011,Week,10,5.23,51,08/08/2011 - 08/14/2011
Street Light Pole Damage,08/01/2011,Week,10,8.9,53,08/01/2011 - 08/07/2011
Street Light Pole Damage,07/25/2011,Week,10,4.64,65,07/25/2011 - 07/31/2011
Street Light Pole Damage,07/18/2011,Week,10,5.58,58,07/18/2011 - 07/24/2011
Street Light Pole Damage,07/11/2011,Week,10,3.77,172,07/11/2011 - 07/17/2011
Street Light Pole Damage,07/04/2011,Week,10,1.58,23,07/04/2011 - 07/10/2011
Street Light Pole Damage,06/27/2011,Week,10,3.17,47,06/27/2011 - 07/03/2011
Street Light Pole Damage,06/20/2011,Week,10,2.41,67,06/20/2011 - 06/26/2011
Street Light Pole Damage,06/13/2011,Week,10,2.71,43,06/13/2011 - 06/19/2011
Street Light Pole Damage,06/06/2011,Week,10,1.19,24,06/06/2011 - 06/12/2011
Street Light Pole Door Missing,11/19/2018,Week,7,1,1,11/19/2018 - 11/25/2018
Street Light Pole Door Missing,11/12/2018,Week,7,5.36,1,11/12/2018 - 11/18/2018
Street Light Pole Door Missing,11/05/2018,Week,7,44.09,6,11/05/2018 - 11/11/2018
Street Light Pole Door Missing,10/29/2018,Week,7,17.93,7,10/29/2018 - 11/04/2018
Street Light Pole Door Missing,10/15/2018,Week,7,1,1,10/15/2018 - 10/21/2018
Street Light Pole Door Missing,10/01/2018,Week,7,6.28,1,10/01/2018 - 10/07/2018
Street Light Pole Door Missing,09/24/2018,Week,7,1,1,09/24/2018 - 09/30/2018
Street Light Pole Door Missing,09/17/2018,Week,7,1.95,6,09/17/2018 - 09/23/2018
Street Light Pole Door Missing,09/10/2018,Week,7,1,1,09/10/2018 - 09/16/2018
Street Light Pole Door Missing,09/03/2018,Week,7,125.57,1,09/03/2018 - 09/09/2018
Street Light Pole Door Missing,08/27/2018,Week,7,15.58,3,08/27/2018 - 09/02/2018
Street Light Pole Door Missing,08/20/2018,Week,7,72.34,2,08/20/2018 - 08/26/2018
Street Light Pole Door Missing,08/13/2018,Week,7,12.25,2,08/13/2018 - 08/19/2018
Street Light Pole Door Missing,08/06/2018,Week,7,6.78,5,08/06/2018 - 08/12/2018
Street Light Pole Door Missing,07/30/2018,Week,7,1,2,07/30/2018 - 08/05/2018
Street Light Pole Door Missing,07/23/2018,Week,7,230.37,37,07/23/2018 - 07/29/2018
Street Light Pole Door Missing,07/09/2018,Week,7,1,3,07/09/2018 - 07/15/2018
Street Light Pole Door Missing,07/02/2018,Week,7,1,1,07/02/2018 - 07/08/2018
Street Light Pole Door Missing,06/25/2018,Week,7,2.22,1,06/25/2018 - 07/01/2018
Street Light Pole Door Missing,06/18/2018,Week,7,1,1,06/18/2018 - 06/24/2018
Street Light Pole Door Missing,06/11/2018,Week,7,51.95,1,06/11/2018 - 06/17/2018
Street Light Pole Door Missing,06/04/2018,Week,7,1.27,2,06/04/2018 - 06/10/2018
Street Light Pole Door Missing,05/28/2018,Week,7,5.39,1,05/28/2018 - 06/03/2018
Street Light Pole Door Missing,05/14/2018,Week,7,81.83,2,05/14/2018 - 05/20/2018
Street Light Pole Door Missing,04/23/2018,Week,7,44.46,2,04/23/2018 - 04/29/2018
Street Light Pole Door Missing,04/16/2018,Week,7,1,1,04/16/2018 - 04/22/2018
Street Light Pole Door Missing,03/26/2018,Week,7,12.07,1,03/26/2018 - 04/01/2018
Street Light Pole Door Missing,02/12/2018,Week,7,1,1,02/12/2018 - 02/18/2018
Street Light Pole Door Missing,01/08/2018,Week,7,299.71,40,01/08/2018 - 01/14/2018
Street Light Pole Door Missing,12/18/2017,Week,7,187.26,30,12/18/2017 - 12/24/2017
Street Light Pole Door Missing,12/11/2017,Week,7,173.14,47,12/11/2017 - 12/17/2017
Street Light Pole Door Missing,12/04/2017,Week,7,243.23,52,12/04/2017 - 12/10/2017
Street Light Pole Door Missing,11/27/2017,Week,7,191.41,21,11/27/2017 - 12/03/2017
Street Light Pole Door Missing,11/20/2017,Week,7,229.5,27,11/20/2017 - 11/26/2017
Street Light Pole Door Missing,11/13/2017,Week,7,226.34,18,11/13/2017 - 11/19/2017
Street Light Pole Door Missing,11/06/2017,Week,7,159.42,28,11/06/2017 - 11/12/2017
Street Light Pole Door Missing,10/30/2017,Week,7,161.51,70,10/30/2017 - 11/05/2017
Street Light Pole Door Missing,10/16/2017,Week,7,299,72,10/16/2017 - 10/22/2017
Street Light Pole Door Missing,10/09/2017,Week,7,83.35,96,10/09/2017 - 10/15/2017
Street Light Pole Door Missing,10/02/2017,Week,7,3.26,148,10/02/2017 - 10/08/2017
Street Light Pole Door Missing,09/25/2017,Week,7,36.35,4,09/25/2017 - 10/01/2017
Street Light Pole Door Missing,09/18/2017,Week,7,225.88,43,09/18/2017 - 09/24/2017
Street Light Pole Door Missing,09/11/2017,Week,7,332.2,25,09/11/2017 - 09/17/2017
Street Light Pole Door Missing,09/04/2017,Week,7,160.69,23,09/04/2017 - 09/10/2017
Street Light Pole Door Missing,08/28/2017,Week,7,269.91,23,08/28/2017 - 09/03/2017
Street Light Pole Door Missing,08/21/2017,Week,7,107.78,2,08/21/2017 - 08/27/2017
Street Light Pole Door Missing,08/14/2017,Week,7,503.57,2,08/14/2017 - 08/20/2017
Street Light Pole Door Missing,08/07/2017,Week,7,229.22,42,08/07/2017 - 08/13/2017
Street Light Pole Door Missing,07/31/2017,Week,7,30.71,3,07/31/2017 - 08/06/2017
Street Light Pole Door Missing,07/24/2017,Week,7,135.37,3,07/24/2017 - 07/30/2017
Street Light Pole Door Missing,07/17/2017,Week,7,1,1,07/17/2017 - 07/23/2017
Street Light Pole Door Missing,07/10/2017,Week,7,184.49,6,07/10/2017 - 07/16/2017
Street Light Pole Door Missing,07/03/2017,Week,7,272.01,18,07/03/2017 - 07/09/2017
Street Light Pole Door Missing,06/26/2017,Week,7,44.81,2,06/26/2017 - 07/02/2017
Street Light Pole Door Missing,06/19/2017,Week,7,152.88,6,06/19/2017 - 06/25/2017
Street Light Pole Door Missing,06/05/2017,Week,7,115.73,18,06/05/2017 - 06/11/2017
Street Light Pole Door Missing,05/29/2017,Week,7,117.72,2,05/29/2017 - 06/04/2017
Street Light Pole Door Missing,05/22/2017,Week,7,122.2,16,05/22/2017 - 05/28/2017
Street Light Pole Door Missing,05/15/2017,Week,7,181.53,19,05/15/2017 - 05/21/2017
Street Light Pole Door Missing,05/08/2017,Week,7,171.34,8,05/08/2017 - 05/14/2017
Street Light Pole Door Missing,05/01/2017,Week,7,392.48,2,05/01/2017 - 05/07/2017
Street Light Pole Door Missing,04/24/2017,Week,7,129.99,14,04/24/2017 - 04/30/2017
Street Light Pole Door Missing,04/17/2017,Week,7,281.88,5,04/17/2017 - 04/23/2017
Street Light Pole Door Missing,04/10/2017,Week,7,195.21,41,04/10/2017 - 04/16/2017
Street Light Pole Door Missing,04/03/2017,Week,7,227.63,9,04/03/2017 - 04/09/2017
Street Light Pole Door Missing,03/27/2017,Week,7,151.11,1,03/27/2017 - 04/02/2017
Street Light Pole Door Missing,03/20/2017,Week,7,15.21,2,03/20/2017 - 03/26/2017
Street Light Pole Door Missing,03/13/2017,Week,7,131.94,6,03/13/2017 - 03/19/2017
Street Light Pole Door Missing,03/06/2017,Week,7,239.42,1,03/06/2017 - 03/12/2017
Street Light Pole Door Missing,02/27/2017,Week,7,30.67,13,02/27/2017 - 03/05/2017
Street Light Pole Door Missing,02/20/2017,Week,7,114.6,14,02/20/2017 - 02/26/2017
Street Light Pole Door Missing,02/13/2017,Week,7,91.85,12,02/13/2017 - 02/19/2017
Street Light Pole Door Missing,01/30/2017,Week,7,484.38,9,01/30/2017 - 02/05/2017
Street Light Pole Door Missing,01/23/2017,Week,7,262.44,4,01/23/2017 - 01/29/2017
Street Light Pole Door Missing,01/16/2017,Week,7,363.02,8,01/16/2017 - 01/22/2017
Street Light Pole Door Missing,01/09/2017,Week,7,310.63,119,01/09/2017 - 01/15/2017
Street Light Pole Door Missing,01/02/2017,Week,7,492.28,26,01/02/2017 - 01/08/2017
Street Light Pole Door Missing,12/26/2016,Week,7,838.76,16,12/26/2016 - 01/01/2017
Street Light Pole Door Missing,12/19/2016,Week,7,611.51,31,12/19/2016 - 12/25/2016
Street Light Pole Door Missing,12/12/2016,Week,7,231.73,62,12/12/2016 - 12/18/2016
Street Light Pole Door Missing,12/05/2016,Week,7,437.28,34,12/05/2016 - 12/11/2016
Street Light Pole Door Missing,11/21/2016,Week,7,641.95,20,11/21/2016 - 11/27/2016
Street Light Pole Door Missing,11/14/2016,Week,7,3.69,1,11/14/2016 - 11/20/2016
Street Light Pole Door Missing,11/07/2016,Week,7,353.98,36,11/07/2016 - 11/13/2016
Street Light Pole Door Missing,10/31/2016,Week,7,336.34,41,10/31/2016 - 11/06/2016
Street Light Pole Door Missing,10/24/2016,Week,7,531.43,29,10/24/2016 - 10/30/2016
Street Light Pole Door Missing,09/26/2016,Week,7,545.96,47,09/26/2016 - 10/02/2016
Street Light Pole Door Missing,09/19/2016,Week,7,163.43,3,09/19/2016 - 09/25/2016
Street Light Pole Door Missing,09/12/2016,Week,7,269.67,7,09/12/2016 - 09/18/2016
Street Light Pole Door Missing,09/05/2016,Week,7,603.11,10,09/05/2016 - 09/11/2016
Street Light Pole Door Missing,08/29/2016,Week,7,465.91,74,08/29/2016 - 09/04/2016
Street Light Pole Door Missing,08/22/2016,Week,7,250.28,96,08/22/2016 - 08/28/2016
